listingId,title,bid,bidder_count,date_closed,units,price_per_unit,image_url,sku,grade,manifest_models,capacity,manifest_colors,manifest_part_numbers,model,normalized_capacity,full_model
199374,"Apple Cell Phones - iPhone 11, 128GB - 19 Units - Grade AA+(T) - AT038389","$4,775",16 bidders,"Jul 9, 2024 10:23:42 AM PDT",19.0,251.32,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone11_4700.jpg,AT038389,Grade AA+(T),"IPH 11X, IPH 11",128GB,"black, red, white, purple","S130C, A134C, U833C, U836C, U834C, U134C, A832C, U152C, A836C, S833C, S836C, S138C, A138C, S134C",iPhone 11,128GB,iPhone 11 128GB
228318,"Apple Cell Phones - iPhone 11, 128GB - 102 Units - Grade AA+(T) - AF051535","$27,400",7 bidders,"May 13, 2025 10:48:19 AM PDT",102.0,268.63,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone11_4933.jpg,AF051535,Grade AA+(T),IPH 11X,128GB,red,S834C,iPhone 11,128GB,iPhone 11 128GB
228906,"Apple Cell Phones - iPhone 11, 128GB - 126 Units - Grade AA+(T) - AF051740","$31,825",8 bidders,"May 20, 2025 11:13:29 AM PDT",126.0,252.58,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone11_4938.jpg,AF051740,Grade AA+(T),IPH 11X,128GB,white,S833C,iPhone 11,128GB,iPhone 11 128GB
