listingId,title,winning_bid_amount,bidder_count,winning_bid_time,unit_count,price_per_unit,image_url,sku,grade,manifest_models,manifest_capacities,manifest_colors,manifest_part_numbers,clean_model
190030,"Samsung Cell Phones - Galaxy Z Flip5 5G, 256GB - 25 Units - Grade A+(T) - AT034453","$11,050",8 bidders,"Apr 2, 2024 11:09:42 AM PDT",25.0,442.0,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxyzflip5_5g_102.jpg,AT034453,Grade A+(T),SMF731U,256GB,"Cream, Graphite, lavender, mint","U826D, U823D, A818D, E818D, U822D, U818D",Samsung Galaxy Z Flip5
190000,Samsung Cell Phones - Galaxy S20 FE 5G - 75 Units - Grade B+(T) - AT034377,"$11,149",7 bidders,"Apr 1, 2024 2:18:55 PM PDT",75.0,148.65,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys20fe5g_1128.jpg,AT034377,Grade B+(T),SMG781U,,"Blue, green, blue","U691C, S691C, A693C, S693C, A691C, E691C",Samsung Galaxy S20 Fe
190040,"Samsung Cell Phones - Galaxy S23 5G, 128GB - 50 Units - Grade B+(T) - AT034369","$17,404",7 bidders,"Apr 2, 2024 11:39:35 AM PDT",50.0,348.08,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys235g_252.jpg,AT034369,Grade B+(T),SMS911U,128GB,"black, lavender, Green, Cream, green","U659D, A662D, E662D, E659D, A660D, A661D, U662D",Samsung Galaxy S23
190041,"Samsung Cell Phones - Galaxy Z Fold4 5G, 512GB - 25 Units - Grade B+(T) - AT034484","$10,251",7 bidders,"Apr 2, 2024 11:16:28 AM PDT",25.0,410.04,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxyzfold45g_291.jpg,AT034484,Grade B+(T),SMF936U,512GB,"Black, Gray, Beige","U446D, A446D, E446D, A445D, E447D",Samsung Galaxy Z Fold4
190032,"Apple Cell Phones - iPhone 12 Pro, 128GB - 25 Units - Grade A+(T) - AT034502","$8,834",3 bidders,"Apr 2, 2024 11:24:21 AM PDT",25.0,353.36,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone12pro_2110.jpg,AT034502,Grade A+(T),IPH 12P,128GB,"Graphite, gold, blue","A875C, T876C, T875C, A876C, U876C, J876C, A873C, S873C, T873C, J873C, S876C",iPhone 12 Pro
190002,"Apple Cell Phones - iPhone 15 Pro Max, 256GB - 100 Units - Grade A+(T) - AT034348","$95,002",5 bidders,"Apr 2, 2024 9:32:02 AM PDT",100.0,950.02,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone15promax_102.jpg,AT034348,Grade A+(T),IPH 15PM,256GB,"black, Blue, Titanium","U909D, T911D, J912D, U911D, U910D, U912D, A911D, A909D, A910D, J909D",iPhone 15 Pro Max
190021,"Samsung Cell Phones - Galaxy S23 5G, 128GB - 50 Units - Grade A+(T) - AT034410","$19,350",9 bidders,"Apr 2, 2024 11:20:00 AM PDT",50.0,387.0,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys235g_252.jpg,AT034410,Grade A+(T),SMS911U,128GB,"black, lavender, green","U659D, A662D, E662D, S662D, S659D, A661D, U662D, U661D, A659D",Samsung Galaxy S23
190050,Apple Cell Phones - iPhone 14 Pro - 48 Units - Grade B+(T) - AT034429,"$30,680",9 bidders,"Apr 2, 2024 10:28:50 AM PDT",48.0,639.17,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone14pro_589.jpg,AT034429,Grade B+(T),IPH 14P,"512GB, 128GB","Purple, Black, Gold, Silver","A520D, S514D, A519D, E513D, A511D, A514D, D511D, E512D, A512D, A521D, A513D, A522D, E514D, E511D",iPhone 14 Pro
190080,"Samsung Cell Phones - Galaxy Z Fold3 5G, 256GB - 25 Units - Grade B+(T) - AT034325","$9,050",6 bidders,"Apr 2, 2024 11:25:18 AM PDT",25.0,362.0,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxyfold35_993.jpg,AT034325,Grade B+(T),SMF926U,256GB,"black, green","U040D, A054D, A040D",Samsung Galaxy Z Fold3
190060,Samsung Cell Phones - Galaxy A14 5G - 100 Units - Grade B+(T) - AT034419,"$7,024",5 bidders,"Apr 2, 2024 11:26:40 AM PDT",100.0,70.24,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxya145g_270.jpg,AT034419,Grade B+(T),SMA146U,,black,"A656D, U479D, U656D, E656D, S656D",Samsung Galaxy A14
190042,Motorola Cell Phones - Moto G Power (2022) - 25 Units - Grade A+(T) - AT034468,"$1,275",4 bidders,"Apr 2, 2024 11:37:06 AM PDT",25.0,51.0,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/p/gpower2022_182.jpg,AT034468,Grade A+(T),XT21652 PYG,,Green,U100D,Motorola
190033,"Samsung Cell Phones - Galaxy Z Flip4 5G, 128GB - 75 Units - Grade B+(T) - AT034352","$16,150",6 bidders,"Apr 2, 2024 11:44:38 AM PDT",75.0,215.33,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxyzflip4_373.jpg,AT034352,Grade B+(T),SMF721U,128GB,"Purple, Graphite, Pink, Blue","A443D, J437D, S437D, U436D, A436D, A437D, A435D, E436D, E437D",Samsung Galaxy Z Flip4
190051,"Apple Cell Phones - iPhone 14, 128GB - 25 Units - Grade AA+(T) - AT034422","$11,510",6 bidders,"Apr 2, 2024 9:45:01 AM PDT",25.0,460.4,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone14_509.jpg,AT034422,Grade AA+(T),IPH 14,128GB,"Midnight, Blue, Red, Purple","S481D, J481D, J485D, A481D, A484D, A483D, A485D, S483D",iPhone 14
190110,"Apple Cell Phones - iPhone 13, 128GB - 24 Units - Grade AA+(T) - AT034533","$9,218",4 bidders,"Apr 2, 2024 10:22:49 AM PDT",24.0,384.08,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone13_1581.jpg,AT034533,Grade AA+(T),IPH 13,128GB,"midnight, blue, Green, red, starlight, pink","S162D, J162D, A165D, A164D, A162D, A166D, A163D, T166D, D359D, S166D",iPhone 13
190043,"Apple Cell Phones - iPhone 11, 128GB - 25 Units - Grade B+(T) - AT034488","$5,201",10 bidders,"Apr 2, 2024 11:32:21 AM PDT",25.0,208.04,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone11_4616.jpg,AT034488,Grade B+(T),IPH 11X,128GB,"black, purple, red, green, white","A833C, E834C, A832C, A837C, A836C, A834C, E836C, S832C",iPhone 11
190150,Apple Cell Phones - iPhone 15 Pro - 60 Units - Grade A+(T) - CT0058782A,"$46,225",6 bidders,"Apr 4, 2024 10:13:35 AM PDT",60.0,770.42,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone15pro_105.jpg,CT0058782A,Grade A+(T),IPH 15P,"512GB, 256GB, 128GB, 1TB","BLU, NAT, WHT, BLK","U894D, A895D, J900D, U904D, J908D, A896D, J895D, U897D, J904D, A907D, A901D, J905D, J897D, J894D, U905D, A908D, U900D, U895D, J896D, U893D, U898D, U896D, U906D",iPhone 15 Pro
190081,"Samsung Cell Phones - Galaxy S24+, 256GB - 50 Units - Grade B+(T) - AT034359","$28,826",3 bidders,"Apr 2, 2024 11:33:27 AM PDT",50.0,576.52,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys24plus_1.jpg,AT034359,Grade B+(T),SMS926U,256GB,"black, violet, Gray, yellow","U059E, U064E, U065E, D064E, U057E",Samsung Galaxy S24
190034,"Samsung Cell Phones - Galaxy S22 Ultra 5G, 512GB - 200 Units - Grade B+(T) - AT034347","$82,471",7 bidders,"Apr 2, 2024 11:00:51 AM PDT",200.0,412.36,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys22ultra5g_881.jpg,AT034347,Grade B+(T),SMS908U,512GB,"black, Burgundy, White, Green, green, white","A304D, E303D, A299D, E307D, S307D, E304D, A307D, A303D, E299D, S303D",Samsung Galaxy S22 Ultra
190044,"Apple Cell Phones - iPhone 13 Pro Max, 128GB - 25 Units - Grade AA+(T) - AT034512","$17,937",3 bidders,"Apr 2, 2024 10:34:40 AM PDT",25.0,717.48,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone13promax_2186.jpg,AT034512,Grade AA+(T),IPH 13PM,128GB,"silver, Graphite, blue","T196D, E194D, A196D, J193D, T193D, J196D, A193D",iPhone 13 Pro Max
190062,"Apple Cell Phones - iPhone 13 Mini, 256GB - 50 Units - Grade B+(T) - AT034407","$14,800",4 bidders,"Apr 2, 2024 9:26:45 AM PDT",50.0,296.0,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone13mini_653.jpg,AT034407,Grade B+(T),IPH 13M,256GB,"midnight, blue, Green, red, starlight, pink","A154D, A152D, A153D, A357D, A155D, A156D, E155D",iPhone 13 Mini
190100,"Samsung Cell Phones - Galaxy S21 5G, 128GB - 75 Units - Grade B+(T) - AT034390","$12,751",7 bidders,"Apr 1, 2024 2:18:25 PM PDT",75.0,170.01,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys21_906.jpg,AT034390,Grade B+(T),SMG991U,128GB,"violet, gray, pink","S921C, E920C, U919C, E919C, A919C, S920C, S919C",Samsung Galaxy S21
190111,Samsung Cell Phones - Galaxy S24 - 50 Units - Grade A+(T) - AT034464,"$26,350",3 bidders,"Apr 2, 2024 11:22:38 AM PDT",50.0,527.0,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys24_1.jpg,AT034464,Grade A+(T),SMS921U,"256GB, 128GB","black, violet, Gray, yellow","U053E, U056E, U062E, U052E, U058E, U055E, U054E",Samsung Galaxy S24
190270,Google Cell Phones - Pixel 6 - 16 Units - Grade B+(T) - CT0058936A,"$2,125",8 bidders,"Apr 4, 2024 10:59:11 AM PDT",16.0,132.81,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/i/pixel6_114.jpg,CT0058936A,Grade B+(T),GGL PIXEL 6,,BLK,"J076D, A076D",Google Pixel 6
190190,Apple Cell Phones - iPhone 13 Pro Max - 25 Units - Grade AA+(T) - CT0058872A,"$16,661",6 bidders,"Apr 4, 2024 10:38:12 AM PDT",25.0,666.44,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone13promax_2188.jpg,CT0058872A,Grade AA+(T),IPH 13PM,"128GB, 256GB, 512GB, 1TB","BLU, GPH, GRN, GLD","A201D, J199D, A199D, J200D, J208D, J195D, J205D, A204D, J204D, J193D, J369D, J196D, J201D",iPhone 13 Pro Max
190180,Samsung Cell Phones - Galaxy A53 5G - 15 Units - Grade A+(T) - CT0058947A,"$2,195",6 bidders,"Apr 4, 2024 10:56:17 AM PDT",15.0,146.33,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxya535g_259.jpg,CT0058947A,Grade A+(T),SAM A53,,BLK,"S318D, J318D, A318D",Samsung Galaxy A53
190082,"Apple Cell Phones - iPhone 12 Mini, 64GB - 50 Units - Grade B+(T) - AT034367","$8,252",6 bidders,"Apr 2, 2024 9:59:31 AM PDT",50.0,165.04,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone12mini_1613.jpg,AT034367,Grade B+(T),IPH 12M,64GB,"black, blue, purple, red, green, white","U009D, A009D, A889C, E888C, A886C, S885C, A888C, A885C, A887C, D009D, E885C",iPhone 12 Mini
190035,"Apple Cell Phones - iPhone 11, 64GB - 125 Units - Grade B+(T) - AT034372","$22,701",7 bidders,"Apr 2, 2024 10:28:04 AM PDT",125.0,181.61,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone11_4616.jpg,AT034372,Grade B+(T),"IPH 11X, IPH 11",64GB,"black, purple, red, green, yellow, Black, white","S167C, U154C, A167C, A826C, A827C, A828C, S154C, U091D, S827C, A140C, S126C, D153C, S831C, J826C, U136C, U827C, A830C, S828C, S829C, S153C, A091D, A829C, A153C, J091D, S826C, A831C, S830C, S136C",iPhone 11
190232,Apple Cell Phones - iPhone 15 Pro - 20 Units - Grade AA+(T) - CT0058914A,"$15,851",8 bidders,"Apr 4, 2024 10:09:47 AM PDT",20.0,792.55,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone15pro_105.jpg,CT0058914A,Grade AA+(T),IPH 15P,"512GB, 256GB, 128GB, 1TB","BLU, NAT, WHT, BLK","U900D, U894D, U907D, U904D, U893D, U898D, A898D, U896D, J894D, U897D, U899D, U903D, U895D",iPhone 15 Pro
190261,Samsung Cell Phones - Galaxy S22 Ultra 5G - 130 Units - Grade B+(T) - CT0058684A,"$44,605",5 bidders,"Apr 4, 2024 10:35:50 AM PDT",130.0,343.12,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys22ultra5g_884.jpg,CT0058684A,Grade B+(T),"SAM GS22U, SAM GS22U 128",,"BUR, GRN, WHT, BLK","A302D, U302D, E305D, J302D, A298D, U305D, S297D, J305D, E298D, S298D, E297D, A297D, J298D, E302D, S302D, J297D, A305D",Samsung Galaxy S22 Ultra
190036,"Apple Cell Phones - iPhone 13 Pro, 128GB - 150 Units - Grade B+(T) - AT034331","$61,750",2 bidders,"Apr 2, 2024 9:57:36 AM PDT",150.0,411.67,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone13pro_1536.jpg,AT034331,Grade B+(T),IPH 13P,128GB,"Graphite, blue, Green, silver, gold","J180D, A179D, E362D, A362D, T180D, D179D, A180D, E180D, A178D, A177D, E179D, E177D, S178D",iPhone 13 Pro
190064,"Apple Cell Phones - iPhone 15 Pro Max, 1TB - 25 Units - Grade A+(T) - AT034469","$30,301",10 bidders,"Apr 2, 2024 10:21:44 AM PDT",25.0,1212.04,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone15promax_103.jpg,AT034469,Grade A+(T),IPH 15PM,1TB,Titanium,"U919D, U918D, U917D, A920D, S918D, U920D",iPhone 15 Pro Max
190054,"Samsung Cell Phones - Galaxy S22+, 256GB - 25 Units - Grade B+(T) - AT034426","$6,925",7 bidders,"Apr 2, 2024 10:59:13 AM PDT",25.0,277.0,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys22plus_411.jpg,AT034426,Grade B+(T),SMS906U,256GB,"black, White, Green, white, pink","E294D, U294D, U293D, E293D, A288D, A289D, A294D, A293D",Samsung Galaxy S22
190272,Samsung Cell Phones - Galaxy S21 Ultra 5G - 18 Units - Grade B+(T) - CT0058923A,"$4,405",6 bidders,"Apr 4, 2024 11:00:14 AM PDT",18.0,244.72,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys21ultra_1079.jpg,CT0058923A,Grade B+(T),"SAM GS21U 512, SAM GS21U 128",,"SLV, BLK","A927C, A928C, A922C",Samsung Galaxy S21 Ultra
190084,Samsung Cell Phones - Galaxy A52 5G - 25 Units - Grade B+(T) - AT034438,"$2,650",6 bidders,"Apr 2, 2024 11:27:45 AM PDT",25.0,106.0,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxya525g_521.jpg,AT034438,Grade B+(T),SMA526U,,black,"A963C, U963C, S963C",Samsung Galaxy A52
190182,"Apple Cell Phones - iPhone 12 Pro Max, 128GB - 117 Units - Grade B+(T) - CT0058692A","$44,560",9 bidders,"Apr 4, 2024 10:22:15 AM PDT",117.0,380.85,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone12promax_3641.jpg,CT0058692A,Grade B+(T),IPH 12PM,128GB,"BLU, GPH, GLD, SLV","A903C, S900C, A900C, E900C, E903C, S903C, A901C, A902C, J901C, S902C, J902C, J900C, J903C",iPhone 12 Pro Max
190102,"Samsung Cell Phones - Galaxy Z Fold5 5G, 512GB - 25 Units - Grade A+(T) - AT034486","$21,875",8 bidders,"Apr 2, 2024 11:10:52 AM PDT",25.0,875.0,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxyzfold55g_91.jpg,AT034486,Grade A+(T),SMF946U,512GB,"black, blue","U816D, U815D, U813D, A813D, A816D",Samsung Galaxy Z Fold5
190103,"Apple Cell Phones - iPhone 13 Pro Max, 256GB - 125 Units - Grade A+(T) - AT034339","$80,250",7 bidders,"Apr 2, 2024 9:58:05 AM PDT",125.0,642.0,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone13promax_2186.jpg,AT034339,Grade A+(T),IPH 13PM,256GB,"Green, Graphite, gold, blue","A199D, T200D, J200D, A197D, S200D, T197D, A200D, S367D, J197D, A367D, E200D",iPhone 13 Pro Max
190085,"Apple Cell Phones - iPhone 13 Pro, 256GB - 100 Units - Grade B+(T) - AT034350","$44,800",5 bidders,"Apr 2, 2024 10:10:20 AM PDT",100.0,448.0,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone13pro_1536.jpg,AT034350,Grade B+(T),IPH 13P,256GB,"Graphite, blue, Green, silver, gold","A183D, E182D, J183D, T184D, A181D, E181D, T181D, A184D, E363D, J182D, E184D, A182D, A363D",iPhone 13 Pro
190114,"Apple Cell Phones - iPhone 13 Mini, 128GB - 25 Units - Grade A+(T) - AT034511","$7,950",3 bidders,"Apr 2, 2024 9:11:38 AM PDT",25.0,318.0,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone13mini_653.jpg,AT034511,Grade A+(T),IPH 13M,128GB,"midnight, blue, Green, red, starlight, pink","D149D, A356D, S149D, A151D, A148D, A149D, A147D, T147D, A150D",iPhone 13 Mini
190086,"Apple Cell Phones - iPhone 13 Pro Max, 256GB - 375 Units - Grade B+(T) - AT034323","$208,100",7 bidders,"Apr 2, 2024 10:04:50 AM PDT",375.0,554.93,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone13promax_2186.jpg,AT034323,Grade B+(T),IPH 13PM,256GB,"Graphite, blue, Green, silver, gold","E199D, A199D, U199D, J200D, T200D, A197D, S200D, A200D, E197D, S198D, E200D, J197D, A367D, A198D",iPhone 13 Pro Max
190104,Samsung Cell Phones - Galaxy A15 5G - 175 Units - Grade AA+(T) - AT034385,"$21,600",8 bidders,"Apr 2, 2024 11:21:50 AM PDT",175.0,123.43,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxya155g_5.jpg,AT034385,Grade AA+(T),SMA156U,,blue,U040E,Samsung Galaxy A15
190037,"Apple Cell Phones - iPhone 12 Mini, 128GB - 100 Units - Grade B+(T) - AT034384","$18,538",5 bidders,"Apr 2, 2024 9:59:08 AM PDT",100.0,185.38,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone12mini_1613.jpg,AT034384,Grade B+(T),IPH 12M,128GB,"black, blue, purple, red, green, white","T890C, A892C, A010D, A891C, E890C, A890C, A893C, J893C, A894C, S891C, S890C",iPhone 12 Mini
190236,Samsung Cell Phones - Galaxy S22 Ultra 5G - 35 Units - Grade B+(T) - CT0058832A,"$12,605",5 bidders,"Apr 4, 2024 11:08:13 AM PDT",35.0,360.14,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys22ultra5g_883.jpg,CT0058832A,Grade B+(T),"SAM GS22U, SAM GS22U 256",,"BUR, WHT, BLK","J296D, J300D, E296D, A300D, S296D, U300D, A296D, J306D",Samsung Galaxy S22 Ultra
190105,"Apple Cell Phones - iPhone 14 Pro, 256GB - 25 Units - Grade A+(T) - AT034435","$16,800",8 bidders,"Apr 2, 2024 10:00:05 AM PDT",25.0,672.0,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone14pro_589.jpg,AT034435,Grade A+(T),IPH 14P,256GB,"Purple, Black, Gold, Silver","T515D, U517D, A516D, A517D, A515D, A518D",iPhone 14 Pro
190116,Apple Cell Phones - iPhone 12 - 50 Units - Grade A+(T) - AT034397,"$12,300",9 bidders,"Apr 1, 2024 5:19:28 AM PDT",50.0,246.0,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone12_3066.jpg,AT034397,Grade A+(T),IPH 12,"64GB, 128GB","black, blue, purple, red, green, white","A860C, T860C, A859C, U858C, J861C, A865C, S858C, T863C, A867C, A866C, A862C, A861C, A864C, E867C, T866C, U038E, A007D, A863C",iPhone 12
190020,"Samsung Cell Phones - Galaxy S22 Ultra 5G, 128GB - 25 Units - Grade AA+(T) - AT034497","$11,850",5 bidders,"Apr 2, 2024 10:57:17 AM PDT",25.0,474.0,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys22ultra5g_881.jpg,AT034497,Grade AA+(T),SMS908U,128GB,"black, Black, Burgundy, white","T297D, A298D, S298D, A297D, T305D",Samsung Galaxy S22 Ultra
190090,"Google Cell Phones - Pixel 7 Pro, 128GB - 25 Units - Grade B+(T) - AT034449","$7,375",6 bidders,"Apr 2, 2024 11:58:32 AM PDT",25.0,295.0,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/i/pixel7pro_280.jpg,AT034449,Grade B+(T),PIXEL 7 Pro,128GB,"Green, Black","A414D, E414D, A415D, S412D, E412D, A412D, S414D",Google Pixel 7 Pro
190010,Samsung Cell Phones - Galaxy S23 FE - 100 Units - Grade A+(T) - AT034374,"$34,552",6 bidders,"Apr 2, 2024 11:06:04 AM PDT",100.0,345.52,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys23fe_36.jpg,AT034374,Grade A+(T),SMS711U,,Gray,"J859D, A859D, U859D",Samsung Galaxy S23 Fe
190091,Motorola Cell Phones - Razr 2023 - 25 Units - Grade A+(T) - AT034421,"$6,501",8 bidders,"Apr 2, 2024 11:39:03 AM PDT",25.0,260.04,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/a/razor2023_6.jpg,AT034421,Grade A+(T),XT23235,,Green,"D837D, A837D, U837D",Razr 2023
190022,Motorola Cell Phones - Moto G31 - 25 Units - Grade B+(T) - AT034445,"$1,525",3 bidders,"Mar 30, 2024 2:31:09 PM PDT",25.0,61.0,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/o/motog31_53.jpg,AT034445,Grade B+(T),XT23173 PYG,,blue,U784D,Motorola
190071,"Samsung Cell Phones - Galaxy Z Flip5 5G, 256GB - 25 Units - Grade B+(T) - AT034483","$10,554",6 bidders,"Apr 2, 2024 11:48:13 AM PDT",25.0,422.16,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxyzflip5_5g_102.jpg,AT034483,Grade B+(T),SMF731U,256GB,"Mint, Graphite, lavender, Lavender, Cream, mint","U826D, U823D, U818D, E818D, A822D, A818D, A823D, E826D, A826D",Samsung Galaxy Z Flip5
190012,"Samsung Cell Phones - Galaxy S22+, 128GB - 200 Units - Grade B+(T) - AT034336","$53,410",4 bidders,"Apr 2, 2024 10:52:58 AM PDT",200.0,267.05,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys22plus_410.jpg,AT034336,Grade B+(T),SMS906U,128GB,"black, Green, green, Black, white, pink","S292D, A290D, A291D, E290D, U290D, U292D, E295D, E292D, A295D, A292D, S290D",Samsung Galaxy S22
190023,"Samsung Cell Phones - Galaxy S22 5G, 256GB - 50 Units - Grade B+(T) - AT034361","$13,125",4 bidders,"Apr 2, 2024 11:12:59 AM PDT",50.0,262.5,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys225g_574.jpg,AT034361,Grade B+(T),SMS901U,256GB,"black, Pink, White, Green, Purple, green, Black, white, pink","E283D, E285D, S277D, U277D, A285D, E277D, A277D, A282D, E282D, E463D, A283D",Samsung Galaxy S22
190072,Samsung Cell Phones - Galaxy A14 5G - 175 Units - Grade A+(T) - AT034415,"$15,051",7 bidders,"Apr 2, 2024 11:22:09 AM PDT",175.0,86.01,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxya145g_270.jpg,AT034415,Grade A+(T),"SMA146U, SMA146U PIB",,black,"U862D, A656D, U479D, U656D, E656D, S656D",Samsung Galaxy A14
190024,"Samsung Cell Phones - Galaxy S23+ 5G, 256GB - 25 Units - Grade A+(T) - AT034440","$14,450",6 bidders,"Apr 2, 2024 11:04:31 AM PDT",25.0,578.0,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys23plus5g_174.jpg,AT034440,Grade A+(T),SMS916U,256GB,"black, green","U674D, U671D, A671D, S674D, J671D",Samsung Galaxy S23
190013,Motorola Cell Phones - Moto G Stylus 5G 2022 - 25 Units - Grade A+(T) - AT034463,"$1,850",5 bidders,"Mar 30, 2024 2:24:03 PM PDT",25.0,74.0,https://bstock.com/mobilecarrier/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/o/motogstylus5g_2022_132.jpg,AT034463,Grade A+(T),XT22152,,blue,"A349D, S349D, U349D",Motorola
